Company,Origin,REF,Review Date,Cocoa Percent,Location,Rating
Summerbird,Peru,1800,2016,61%,Denmark,2.5
Summerbird,Peru,1800,2016,71%,Denmark,3
Suruca Chocolate,Venezuela,1796,2016,70%,Venezuela,2.75
Suruca Chocolate,Venezuela,1796,2016,60%,Venezuela,3
Svenska Kakaobolaget,Sri Lanka,1618,2015,70%,Sweden,2.75
Szanto Tibor,Nacional,1668,2015,70%,Hungary,3.25
Szanto Tibor,Baracoa,1704,2015,88%,Hungary,3.25
Szanto Tibor,Ambolikapiky,1704,2015,70%,Hungary,3.25
Szanto Tibor,"Winak, Sumaco",1704,2015,70%,Hungary,3.75
Szanto Tibor,"Ben Tre, Mekong Delta",1708,2015,70%,Hungary,3.25
Szanto Tibor,"Fazenda Sempre Firme, Bahia",1708,2015,70%,Hungary,3.5
Szanto Tibor,Porcelana,1263,2014,70%,Hungary,3.5
Szanto Tibor,Baracoa,1263,2014,70%,Hungary,3.75
Szanto Tibor,"Autumn, Primary Harvest, 2012",1185,2013,70%,Hungary,3.5
Szanto Tibor,"Spring, Secondary Harvest, 2012",1185,2013,70%,Hungary,3.5
Szanto Tibor,Cacao Blanco,1193,2013,70%,Hungary,3.25
Szanto Tibor,Santo Domingo,939,2012,70%,Hungary,3.25
Szanto Tibor,Millot Plantation,939,2012,70%,Hungary,3.25
Szanto Tibor,"Ayacucho, ""El Guinacho""",939,2012,70%,Hungary,3.75
Szanto Tibor,Crudo,761,2011,70%,Hungary,3
Tabal,Costa Rica,1101,2013,70%,U.S.A.,2.75
Tabal,Dominican Republic,1101,2013,70%,U.S.A.,2.75
Tabal,"Chiapas, Lacandon Jungle",1105,2013,70%,U.S.A.,2.5
Tabal,Peru,1105,2013,70%,U.S.A.,3
Tablette (aka Vanillabeans),Colombia,1450,2015,70%,Japan,3
Tablette (aka Vanillabeans),Papua,1450,2015,62%,Japan,3.25
Tablette (aka Vanillabeans),Vietnam,1450,2015,60%,Japan,3.25
Tablette (aka Vanillabeans),Trinidad,1680,2015,77%,Japan,2.75
Tan Ban Skrati,"Paramaribo, batch 20160043-01",1868,2016,70%,Suriname,3.25
Taza,Belize,1271,2014,68%,U.S.A.,3
Taza,Alto Beni,785,2011,87%,U.S.A.,3.25
Taza,Chiapan,451,2009,75%,U.S.A.,2.75
Taza,"Dark, Stone Ground",180,2007,70%,U.S.A.,3
TCHO,West Africa,1716,2016,62%,U.S.A.,2
TCHO,Peru- Ecuador,915,2012,99%,U.S.A.,3.25
TCHO,TCHOPro 60.5,387,2009,60%,U.S.A.,2.75
TCHO,TCHOPro 68,387,2009,68%,U.S.A.,3
TCHO,Chocolatey-beta,199,2008,70%,U.S.A.,2.5
TCHO,Fruity-beta,280,2008,70%,U.S.A.,2.5
TCHO,Citrus-beta,280,2008,70%,U.S.A.,2.75
TCHO,Nutty-beta,284,2008,70%,U.S.A.,2.5
Tejas,Concepcion,801,2012,70%,U.S.A.,2.75
Tejas,Bayou Blend,801,2012,70%,U.S.A.,3
Tejas,Aranama,805,2012,70%,U.S.A.,3
Tejas,Presidio,805,2012,70%,U.S.A.,3.5
Tejas,"La Bahia, w/ cane juice",817,2012,70%,U.S.A.,3.25
Tejas,Capistrano,821,2012,70%,U.S.A.,2
Tejas,"La Bahia, w/ cane sugar",825,2012,70%,U.S.A.,3.25
Tejas,San Jose,829,2012,70%,U.S.A.,2.75
Tejas,Capistrano*,829,2012,70%,U.S.A.,3
Tejas,Espada,833,2012,70%,U.S.A.,3.25
Tejas,Espada,967,2012,70%,U.S.A.,2.75
Tejas,Concepcion*,971,2012,80%,U.S.A.,3
Tejas,San Jose,971,2012,67%,U.S.A.,3.25
Tejas,"Bahia, Floresta Azul,Good Friends Reserve#3",971,2012,70%,U.S.A.,3.5
Terroir,Peru,1478,2015,70%,U.S.A.,2.75
Terroir,Belize,1478,2015,70%,U.S.A.,3.75
Terroir,Madagascar,1478,2015,70%,U.S.A.,3.75
Terroir,Ecuador,1482,2015,70%,U.S.A.,3.25
Terroir,Oko Caribe,1554,2015,70%,U.S.A.,3.5
Terroir,Guatemala,1558,2015,70%,U.S.A.,3.75
Terroir,Ecuador,1323,2014,77%,U.S.A.,3.25
Terroir,Madagascar,1323,2014,67%,U.S.A.,3.75
Terroir,Uganda,1323,2014,73%,U.S.A.,3.75
The Barn,Peru,1614,2015,70%,Sweden,3
Theo,Congo w/ nibs,903,2012,65%,U.S.A.,3.25
Theo,Madagascar,162,2007,65%,U.S.A.,3.5
Theo,Ivory Coast,184,2007,75%,U.S.A.,2.5
Theo,"Ghana, Kumasi",184,2007,84%,U.S.A.,3
Theo,"Venezuela; Barinos, Merida, Tachron",188,2007,91%,U.S.A.,2
Theo,"Ghana, Panama, Ecuador",188,2007,75%,U.S.A.,3
Theobroma,"Piura Select, Cacao Blanc",1684,2015,70%,Japan,3.25
Timo A. Meyer,"Belize, med roast",1836,2016,72%,Germany,3.75
To'ak (Ecuatoriana),Manabi,1418,2014,81%,Ecuador,3.25
Tobago Estate (Pralus),"Roxborough, Tobago",895,2012,70%,France,4
Tocoti,"Wild Bolivian, Jungle Love",927,2012,77%,U.S.A.,3
Tocoti,Venezuela,789,2011,72%,U.S.A.,2.75
Tocoti,Dominican Republic,789,2011,74%,U.S.A.,3
Treehouse,Conacado,1239,2014,72%,U.S.A.,3
Tsara (Cinagra),"Ambanja, Tsara Valley",753,2011,72%,Madagascar,3.5
twenty-four blackbirds,Oko Caribe,1700,2015,75%,U.S.A.,2.75
twenty-four blackbirds,"Cedeno, lot 271",1700,2015,75%,U.S.A.,3.5
twenty-four blackbirds,Madagascar,1235,2014,75%,U.S.A.,3.5
twenty-four blackbirds,Dominican Republic,1022,2013,68%,U.S.A.,3.25
twenty-four blackbirds,Palos Blancos,1026,2013,75%,U.S.A.,2.5
twenty-four blackbirds,Dominican Republic,753,2011,73%,U.S.A.,2.75
Two Ravens,Peru,1740,2016,60%,U.S.A.,3
Un Dimanche A Paris,Dominican Republic,709,2011,63%,France,3.75
Undone,Matagalpa,1438,2014,74%,U.S.A.,2.75
Undone,Nourish,1438,2014,70%,U.S.A.,3
Upchurch,"Madagascar, Sassy Bar",1752,2016,72%,U.S.A.,3
Upchurch,"Tanzania, Party Bar",1752,2016,72%,U.S.A.,3.25
Urzi,"Sur del Lago, Merida",1327,2014,65%,Italy,3.25
Valrhona,"Piura, Illanka, Quemazon",1510,2015,63%,France,4
Valrhona,"Andoa, Grand Cru blend",1145,2013,70%,France,3.5
Valrhona,"Loma Sotavento, 2013",1153,2013,64%,France,3.5
Valrhona,"Otucan, Grand Cru",931,2012,69%,France,4
Valrhona,Caraque,709,2011,56%,France,3.25
Valrhona,"Porcelana, Pedegral",757,2011,64%,France,4
Valrhona,Tainori,327,2009,64%,France,3.75
Valrhona,Alpaco,370,2009,66%,France,3.75
Valrhona,Nyangbo,395,2009,68%,France,3.5
Valrhona,Araguani,117,2007,72%,France,3
Valrhona,Chuao 2002 P.,129,2007,65%,France,3.75
Valrhona,Manjari,129,2007,64%,France,4
Valrhona,Le Noir Extra Amer,147,2007,85%,France,1.5
Valrhona,Abinao,153,2007,85%,France,2.5
Valrhona,Le Noir Amer,157,2007,71%,France,2.75
Valrhona,"Porcelana, Maracaibo, Palmira P. 2006",162,2007,64%,France,3.25
Valrhona,Caraibe,63,2006,66%,France,3
Valrhona,Guanaja,63,2006,70%,France,4
Valrhona,Gran Couva 2005 P.,75,2006,64%,France,2.5
Valrhona,"Porcelana, Maracaibo, Palmira P. 2005",75,2006,64%,France,3
Valrhona,"Sambirano, Ampamakia 2005, Millot P.",75,2006,64%,France,3.5
Vanleer (Barry Callebaut),Manhattan,963,2012,72%,U.S.A.,2.5
Vanleer (Barry Callebaut),Napa,963,2012,65%,U.S.A.,2.75
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,72%,Madagascar,2.75
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,76%,Madagascar,2.75
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,80%,Madagascar,2.75
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,70%,Madagascar,3
Vao Vao (Chocolaterie Robert),Madagascar w/ nibs,404,2009,68%,Madagascar,3
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,64%,Madagascar,3.25
Vicuna,Palos Blancos,1470,2015,70%,U.S.A.,3.25
Vicuna,Palos Blancos + nibs,1470,2015,70%,U.S.A.,3.25
Videri,Dominican Republic,1211,2014,90%,U.S.A.,3.25
Videri,Trinidad,1211,2014,75%,U.S.A.,3.5
Videri,Mindo,1227,2014,75%,U.S.A.,3.5
Videri,Dark,1117,2013,90%,U.S.A.,3.75
Videri,Classic,991,2012,70%,U.S.A.,3.25
Vietcacao (A. Morin),"Ben Tre, Mekong Delta, MoCay",951,2012,70%,France,3.5
Vintage Plantations,San Martin,1205,2014,75%,U.S.A.,3
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,100%,U.S.A.,2
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,90%,U.S.A.,2
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,75%,U.S.A.,3
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2007",153,2007,65%,U.S.A.,3
Violet Sky,Sambirano Valley,1458,2015,77%,U.S.A.,2.75
Violet Sky,Moho River Valley,1458,2015,77%,U.S.A.,3
Violet Sky,Cuyagua,1458,2015,77%,U.S.A.,3
Violet Sky,Peru,1458,2015,77%,U.S.A.,3.25
Violet Sky,Cahabon,1502,2015,77%,U.S.A.,2.75
Vivra,Peru,1720,2016,70%,U.S.A.,2.5
Vivra,Ocumare,1720,2016,70%,U.S.A.,2.5
Vivra,Dominican Republic,1724,2016,70%,U.S.A.,3
Wellington Chocolate Factory,Conacado,1756,2016,70%,New Zealand,3.5
Wellington Chocolate Factory,"Piura Blanco, Norandino",1756,2016,70%,New Zealand,3.5
Whittakers,Ghana,733,2011,72%,New Zealand,2.5
Wilkie's Organic,Amazonas,1169,2013,75%,Ireland,2.5
Wilkie's Organic,Amazonas,1169,2013,89%,Ireland,2.75
Wilkie's Organic,Tumbes,1169,2013,75%,Ireland,3.25
Wilkie's Organic,Amazonas w/ nibs,1173,2013,75%,Ireland,2.75
Willie's Cacao,Los Llanos,1848,2016,70%,U.K.,4
Willie's Cacao,Los Llanos,1227,2014,88%,U.K.,3
Willie's Cacao,"Java, Indonesian Black",1109,2013,100%,U.K.,2.25
Willie's Cacao,Sambirano,593,2010,71%,U.K.,3
Willie's Cacao,Hacienda Las Trincheras,593,2010,72%,U.K.,3.5
Willie's Cacao,Java,593,2010,69%,U.K.,3.75
Willie's Cacao,San Martin,457,2009,70%,U.K.,3
Willie's Cacao,Rio Caribe,457,2009,72%,U.K.,3.25
Wm,"Guasare, Zulia Prov., 2015, batch 124",1912,2016,74%,U.S.A.,3
Wm,"Wild Beniano, 2016, batch 128, Heirloom",1912,2016,76%,U.S.A.,3.5
Wm,"Ghana, 2013, batch 129",1916,2016,75%,U.S.A.,3.75
Woodblock,"Maranon, Cajamarca",1243,2014,70%,U.S.A.,3
Woodblock,"Camino Verde P., Balao, Guayas",1042,2013,70%,U.S.A.,3.25
Woodblock,Gran Couva,1042,2013,70%,U.S.A.,3.5
Woodblock,Ecuador,825,2012,70%,U.S.A.,2.5
Woodblock,Costa Rica,825,2012,70%,U.S.A.,3
Woodblock,Sambirano,951,2012,70%,U.S.A.,3.25
Woodblock,Ocumare,741,2011,70%,U.S.A.,4
Woodblock,La Red,769,2011,70%,U.S.A.,3.5
Xocolat,Hispaniola,1057,2013,66%,Domincan Republic,3
Xocolla,"Sambirano, batch 170102",1948,2017,70%,U.S.A.,2.75
Xocolla,"Hispaniola, batch 170104",1948,2017,70%,U.S.A.,2.5
Zak's,"Papua New Guinea, Batch 2",1574,2015,70%,U.S.A.,3
Zak's,"Dominican Republic, Batch D2",1578,2015,70%,U.S.A.,3.25
Zak's,"Madagascar, Batch 2",1578,2015,70%,U.S.A.,3.25
Zak's,"Peru, Batch 1",1578,2015,70%,U.S.A.,3.25
Zak's,"Belize, Batch 2",1578,2015,70%,U.S.A.,3.5
Zak's,"House Blend, Batch 2",1582,2015,60%,U.S.A.,3
Zart Pralinen,"Millot P., Ambanja",1820,2016,70%,Austria,3.5
Zart Pralinen,UNOCACE,1824,2016,70%,Austria,2.75
Zart Pralinen,San Juan Estate,1824,2016,85%,Austria,2.75
Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,2016,85%,Austria,3
Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,2016,70%,Austria,3.5
Zart Pralinen,"San Juan Estate, Gran Couva",1880,2016,78%,Austria,3.5
Zokoko,Guadalcanal,1716,2016,78%,Australia,3.75
Zokoko,Goddess Blend,1780,2016,65%,Australia,3.25
Zokoko,Alto Beni,697,2011,68%,Australia,3.5
Zokoko,Tokiala,701,2011,66%,Australia,3.5
Zokoko,"Tranquilidad, Baures",701,2011,72%,Australia,3.75
Zotter,Raw,1205,2014,80%,Austria,2.75
Zotter,"Bocas del Toro, Cocabo Co-op",801,2012,72%,Austria,3.5
Zotter,Amazonas Frucht,801,2012,65%,Austria,3.5
Zotter,"Satipo Pangoa region, 16hr conche",875,2012,70%,Austria,3
Zotter,"Satipo Pangoa region, 20hr conche",875,2012,70%,Austria,3.5
Zotter,"Loma Los Pinos, Yacao region, D.R.",875,2012,62%,Austria,3.75
Zotter,El Oro,879,2012,75%,Austria,3
Zotter,Huiwani Coop,879,2012,75%,Austria,3
Zotter,El Ceibo Coop,879,2012,90%,Austria,3.25
Zotter,Santo Domingo,879,2012,70%,Austria,3.75
Zotter,"Kongo, Highlands",883,2012,68%,Austria,3.25
Zotter,"Indianer, Raw",883,2012,58%,Austria,3.5
Zotter,Peru,647,2011,70%,Austria,3.75
Zotter,Congo,749,2011,65%,Austria,3
Zotter,Kerala State,749,2011,65%,Austria,3.5
Zotter,Kerala State,781,2011,62%,Austria,3.25
Zotter,"Brazil, Mitzi Blue",486,2010,65%,Austria,3
