Company,Origin,Ref,ReviewDate,CocoaPercent,Location,Rating
Fresco,"Conacado, #224, MR, MC",1081,2013,72.00,U.S.A.,3.75
Fresco,"San Martin, Bellavista Coop, #226, DR, MC",1117,2013,70.00,U.S.A.,3.75
Friis Holm (Bonnat),"Rugoso, Xoco",923,2012,70.00,Denmark,3.75
Fruition,"Wild Bolivian, Batch 2",1780,2016,74.00,U.S.A.,3.75
Fruition,Gran Couva,1347,2014,70.00,U.S.A.,3.75
Fruition,La Red,1046,2013,70.00,U.S.A.,3.75
Guittard,"Epique, Blend No. 49",1602,2015,70.00,U.S.A.,3.75
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67.00,U.S.A.,3.75
Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",1243,2014,67.00,U.S.A.,3.75
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,68.00,U.S.A.,3.75
Holy Cacao,Hispaniola w/ nibs,431,2009,75.00,Israel,3.75
Hummingbird,Hispaniola,1311,2014,70.00,Canada,3.75
Hummingbird,Amazonas,1097,2013,70.00,Canada,3.75
Idilio (Felchlin),"Chuao, Venezuela",1085,2013,72.00,Switzerland,3.75
Idilio (Felchlin),Coopertiva Amazona,725,2011,72.00,Switzerland,3.75
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,72.00,Switzerland,3.75
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733,2011,72.00,Switzerland,3.75
Kakao,Vanuatu,387,2009,65.00,Germany,3.75
Kerchner,"La Red, Project Reserva, Guaconejo",1133,2013,70.00,U.S.A.,3.75
K'ul,"Los Rios, Hacienda Limon, Heirloom",1852,2016,70.00,U.S.A.,3.75
K'ul,"Bahia, Fazenda Camboa",1852,2016,70.00,U.S.A.,3.75
L.A. Burdick (Felchlin),Chuao,927,2012,68.00,U.S.A.,3.75
L.A. Burdick (Felchlin),Quito,682,2011,74.00,U.S.A.,3.75
L.A. Burdick (Felchlin),Dominican Republic,576,2010,74.00,U.S.A.,3.75
La Maison du Chocolat (Valrhona),Orinoco,445,2009,60.00,France,3.75
Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,2015,75.00,France,3.75
Lillie Belle,La Selva,903,2012,68.00,U.S.A.,3.75
Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,70.00,U.S.A.,3.75
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,75.00,U.S.A.,3.75
Madecasse (Cinagra),Madagascar,284,2008,70.00,Madagascar,3.75
Maglio,Santo Domingo,308,2008,70.00,Italy,3.75
Mana,Conacado,821,2012,74.00,U.S.A.,3.75
Manoa,Coto Brus,1522,2015,72.00,U.S.A.,3.75
Manoa,"Waiahole, O'ahu",1089,2013,72.00,U.S.A.,3.75
Manufaktura Czekolady,Johe,1844,2016,70.00,Poland,3.75
Manufaktura Czekolady,Porcelana,1255,2014,70.00,Poland,3.75
Marou,"Dak Lak, Batch 2451",1650,2015,70.00,Vietnam,3.75
Mast Brothers,French Laundry 20th Anniversary,1359,2014,75.00,U.S.A.,3.75
Mast Brothers,"La Red de Guanconejo, N. Highlands coop",777,2011,74.00,U.S.A.,3.75
Matale,Blend,1181,2013,70.00,Australia,3.75
Michel Cluizel,"Chiapas, Mokaya P.",963,2012,66.00,France,3.75
Middlebury,Oko Caribe,1490,2015,75.00,U.S.A.,3.75
Middlebury,"Patanemo, Epoch, Donaldo",1490,2015,75.00,U.S.A.,3.75
Mission,"Fazenda Camboa, Bahia",1880,2016,75.00,Brazil,3.75
Naive,Trinidad & Tobago,1046,2013,70.00,Lithuania,3.75
Naive,"Maranon Canyon, Fortunato No. 4",1133,2013,78.00,Lithuania,3.75
Neuhaus (Callebaut),Manickchand Estate,230,2008,67.00,Belgium,3.75
Nuance,"Ghana, 2013",1454,2015,70.00,U.S.A.,3.75
Nuance,La Red,1470,2015,70.00,U.S.A.,3.75
Obolo,Pangoa,1638,2015,70.00,Chile,3.75
Obolo,"Pangoa, w/ nibs",1638,2015,70.00,Chile,3.75
Ocelot,Virunga,1558,2015,70.00,Scotland,3.75
Omnom,"Kakao Kamili, Kilombero Valley",1816,2016,70.00,Iceland,3.75
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",733,2011,66.00,Switzerland,3.75
Pacari,Montubia,1415,2014,70.00,Ecuador,3.75
Palette de Bine,Lam Dong,1574,2015,72.00,Canada,3.75
Palette de Bine,Sambirano,1239,2014,78.00,Canada,3.75
Palette de Bine,Gran Couva,1399,2014,70.00,Canada,3.75
Patric,Signature Blend,636,2011,70.00,U.S.A.,3.75
Pierre Marcolini,"Baracoa, Cuba",516,2010,78.00,Belgium,3.75
Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",129,2007,72.00,Belgium,3.75
Potomac,"Oko Caribe, Duarte Province, 2016 H.",1820,2016,70.00,U.S.A.,3.75
Potomac,"Cuyagua, 2013",1387,2014,70.00,U.S.A.,3.75
Potomac,"Upala, Batch 12",607,2010,82.00,U.S.A.,3.75
Pralus,"Madagascar, Nosy Be Isle.",5,2006,75.00,France,3.75
Republica del Cacao (aka Confecta),Los Rios,170,2007,75.00,Ecuador,3.75
Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",1860,2016,75.00,U.S.A.,3.75
Ritual,"Toledo District, Maya",1089,2013,75.00,U.S.A.,3.75
Rogue,"La Masica, Batch 1, FHIA Research Center",1748,2016,75.00,U.S.A.,3.75
Rogue,"Caranero, Choc. Garage Exclusive",1446,2015,70.00,U.S.A.,3.75
Rogue,Porcelana,1209,2014,80.00,U.S.A.,3.75
Rogue,"Bachelor's Hall E., St. Thomas Parish",1193,2013,75.00,U.S.A.,3.75
Rogue,"Camino Verde P., Balao, Guayas",979,2012,75.00,U.S.A.,3.75
Rogue,Piura,565,2010,75.00,U.S.A.,3.75
Scharffen Berger,Markham Valley,781,2011,68.00,U.S.A.,3.75
Scharffen Berger,Amina,464,2010,65.00,U.S.A.,3.75
Scharffen Berger,Tome Acu,336,2009,68.00,U.S.A.,3.75
Scharffen Berger,Ben Tre,445,2009,72.00,U.S.A.,3.75
Scharffen Berger,Cuyagua,135,2007,75.00,U.S.A.,3.75
Sirene,"Esmeraldas, Salazar Farm",1860,2016,73.00,Canada,3.75
Sirene,"Somia Plantation, 2012",1339,2014,67.00,Canada,3.75
Sirene,"Somia Plantation, 2012",1339,2014,73.00,Canada,3.75
Sirene,"Camino Verde P., Balao, Guayas",1343,2014,73.00,Canada,3.75
"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740,2016,70.00,Australia,3.75
"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",1756,2016,70.00,Australia,3.75
"Smooth Chocolator, The",Australia,1864,2016,67.00,Australia,3.75
"Smooth Chocolator, The",Kokoa Kamili,1622,2015,67.00,Australia,3.75
"Smooth Chocolator, The",San Juan Estate,1622,2015,70.00,Australia,3.75
"Smooth Chocolator, The","Chuao, batch 3",1666,2015,70.00,Australia,3.75
Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,75.00,Canada,3.75
Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",1828,2016,70.00,Canada,3.75
Soma,Maranon Canyon,1259,2014,70.00,Canada,3.75
Soma,"Espiritu Santo, 'Smoke Monster'",1307,2014,70.00,Canada,3.75
Soma,"Rizek Cacao, Domin. Rep.",1019,2013,77.00,Canada,3.75
Soma,"Sangre Grande P., Trinidad",1073,2013,70.00,Canada,3.75
Soma,Patanemo,1077,2013,70.00,Canada,3.75
Soma,O'ahu,833,2012,70.00,Canada,3.75
Soma,Carenero Superior,951,2012,70.00,Canada,3.75
Soma,"Elvesia P., Black Science",682,2011,70.00,Canada,3.75
Soma,Black Science Blend 1,607,2010,70.00,Canada,3.75
Soma,Madagascar,387,2009,70.00,Canada,3.75
Soma,Ocumare,387,2009,70.00,Canada,3.75
Spencer,Dominican Republic,1932,2017,70.00,U.S.A.,3.75
Spencer,"Ecuador, lot E432314L",1792,2016,70.00,Australia,3.75
Spencer,"Madagascar, lot M0403R",1792,2016,70.00,Australia,3.75
Szanto Tibor,"Winak, Sumaco",1704,2015,70.00,Hungary,3.75
Szanto Tibor,Baracoa,1263,2014,70.00,Hungary,3.75
Szanto Tibor,"Ayacucho, ""El Guinacho""",939,2012,70.00,Hungary,3.75
Terroir,Belize,1478,2015,70.00,U.S.A.,3.75
Terroir,Madagascar,1478,2015,70.00,U.S.A.,3.75
Terroir,Guatemala,1558,2015,70.00,U.S.A.,3.75
Terroir,Madagascar,1323,2014,67.00,U.S.A.,3.75
Terroir,Uganda,1323,2014,73.00,U.S.A.,3.75
Timo A. Meyer,"Belize, med roast",1836,2016,72.00,Germany,3.75
Un Dimanche A Paris,Dominican Republic,709,2011,63.00,France,3.75
Valrhona,Tainori,327,2009,64.00,France,3.75
Valrhona,Alpaco,370,2009,66.00,France,3.75
Valrhona,Chuao 2002 P.,129,2007,65.00,France,3.75
Videri,Dark,1117,2013,90.00,U.S.A.,3.75
Willie's Cacao,Java,593,2010,69.00,U.K.,3.75
Wm,"Ghana, 2013, batch 129",1916,2016,75.00,U.S.A.,3.75
A. Morin,Pablino,1319,2014,70.00,France,4.00
A. Morin,Chuao,1015,2013,70.00,France,4.00
A. Morin,Chanchamayo Province,1019,2013,63.00,France,4.00
Amano,Morobe,725,2011,70.00,U.S.A.,4.00
Amano,Guayas,470,2010,70.00,U.S.A.,4.00
Amedei,Porcelana,111,2007,70.00,Italy,4.00
Amedei,Nine,111,2007,75.00,Italy,4.00
Amedei,Madagascar,123,2007,70.00,Italy,4.00
Amedei,Toscano Black,75,2006,66.00,Italy,4.00
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,60.00,Brazil,4.00
Arete,"Coto Brus, Terciopelo",1908,2016,70.00,U.S.A.,4.00
Arete,Phantom,1924,2016,70.00,U.S.A.,4.00
Arete,Chuno,1598,2015,70.00,U.S.A.,4.00
Artisan du Chocolat,Haiti,729,2011,72.00,U.K.,4.00
Bar Au Chocolat,Maranon Canyon,1295,2014,70.00,U.S.A.,4.00
Benoit Nihant,Rio Peripa H.,1141,2013,73.00,Belgium,4.00
Benoit Nihant,"Bali, Sukrama Bros. Farm, Melaya, 62hr C",757,2011,72.00,Belgium,4.00
Beschle (Felchlin),Ecuador,636,2011,72.00,Switzerland,4.00
Bonnat,Kaori,1339,2014,75.00,France,4.00
Bonnat,Haiti,629,2011,75.00,France,4.00
Bonnat,"Madagascar, 100% criollo",629,2011,75.00,France,4.00
Bonnat,"Porcelana, Venezuela",199,2008,75.00,France,4.00
Bonnat,"Ocumare, Puerto Cabello",32,2006,75.00,France,4.00
Bonnat,"Maracaibo, El Rosario",48,2006,75.00,France,4.00
Bonnat,Madagascar,75,2006,75.00,France,4.00
Bonnat,Chuao,81,2006,75.00,France,4.00
Brasstown aka It's Chocolate,Chuao,1355,2014,70.00,U.S.A.,4.00
Cacao Sampaka,Papua,523,2010,71.00,Spain,4.00
Cacao Sampaka,"Porcelana, Tabasco, La Joya",336,2009,70.00,Spain,4.00
Cacao Sampaka,"Xoconusco, Chiapas",346,2009,70.00,Spain,4.00
Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,72.00,U.S.A.,4.00
Claudio Corallo,Terreiro Velho P.,227,2008,75.00,Sao Tome,4.00
Danta,Las Acacias E.,987,2012,70.00,Guatemala,4.00
Domori,Porcelana,111,2007,70.00,Italy,4.00
Domori,Ecuador,192,2007,70.00,Italy,4.00
Domori,"Ocumare 67, Puertofino",192,2007,70.00,Italy,4.00
Duffy's,"Rio Dulce, Xoco",1662,2015,70.00,U.K.,4.00
Durci,Corona Arriba,1630,2015,70.00,U.S.A.,4.00
Felchlin,"Alto Beni, Cru Savage",56,2006,68.00,Switzerland,4.00
Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,70.00,U.S.A.,4.00
Fresco,"Sambirano Valley, #216, MR, LC",915,2012,74.00,U.S.A.,4.00
Fresco,"Markham Valley, #220, MR, MC",927,2012,69.00,U.S.A.,4.00
Fresco,"Chuao, #217, DR, MC",745,2011,70.00,U.S.A.,4.00
Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,74.00,U.S.A.,4.00
Georgia Ramon,ABOCFA Coop,1642,2015,70.00,Germany,4.00
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,72.00,U.S.A.,4.00
Hotel Chocolat,"Marcial, single Cote, 2012",1030,2013,70.00,U.K.,4.00
Idilio (Felchlin),"Porcelana, Zulia",733,2011,74.00,Switzerland,4.00
Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",737,2011,70.00,Switzerland,4.00
Idilio (Felchlin),Coopertiva Amazona w/ nibs,737,2011,72.00,Switzerland,4.00
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,72.00,Switzerland,4.00
Just Good Chocolate,Peru,1375,2014,70.00,U.S.A.,4.00
L.A. Burdick (Felchlin),Brazil,891,2012,70.00,U.S.A.,4.00
Madecasse (Cinagra),Madagascar,284,2008,63.00,Madagascar,4.00
Matale,"Somia, 2013",1177,2013,68.00,Australia,4.00
Matale,"Kulili P., 2013",1177,2013,74.00,Australia,4.00
Michel Cluizel,Los Ancones P.,24,2006,67.00,France,4.00
Michel Cluizel,Mangaro P.,24,2006,65.00,France,4.00
Michel Cluizel,Maralumi P.,24,2006,64.00,France,4.00
Ocelot,Piura,1558,2015,75.00,Scotland,4.00
Pacari,"Sierra Nevada, Tutu Iku",1848,2016,70.00,Ecuador,4.00
Pacari,Tangara,1415,2014,70.00,Ecuador,4.00
Pacari,Piura,863,2012,70.00,Ecuador,4.00
Patric,Madagascar,331,2009,75.00,U.S.A.,4.00
Patric,Madagascar,196,2007,70.00,U.S.A.,4.00
Patric,"Piura, Choc. Garage Exclusive",1034,2013,67.00,U.S.A.,4.00
Pierre Marcolini,Cabosse,111,2007,70.00,Belgium,4.00
Pierre Marcolini,"Sambirano, Ambanja, Madagascar",141,2007,72.00,Belgium,4.00
Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",81,2006,72.00,Belgium,4.00
Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",93,2006,72.00,Belgium,4.00
Pralus,Claudio Corallo w/ nibs,162,2007,75.00,France,4.00
Pralus,Jamaique,32,2006,75.00,France,4.00
Pralus,Fortissima,93,2006,80.00,France,4.00
Ritual,Sambirano,891,2012,75.00,U.S.A.,4.00
Rogue,"Silvestre, Batch 7, 2013",1081,2013,75.00,U.S.A.,4.00
Santander (Compania Nacional),Colombian Dark,32,2006,70.00,Colombia,4.00
Scharffen Berger,San Juan de Cheni,959,2012,78.00,U.S.A.,4.00
Scharffen Berger,Asante,336,2009,65.00,U.S.A.,4.00
"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740,2016,70.00,Australia,4.00
"Smooth Chocolator, The",Camino Verde,1622,2015,72.00,Australia,4.00
Soma,"Tien Giang, Black S., batch VIT60420.0",1828,2016,70.00,Canada,4.00
Soma,Porcelana,1594,2015,75.00,Canada,4.00
Soma,Crazy 88,1077,2013,88.00,Canada,4.00
Soma,"Maracaibo, El Vigia",1077,2013,70.00,Canada,4.00
Soma,Equator,1081,2013,67.00,Canada,4.00
Soma,"Bachelor's Hall E., St. Thomas Parish",1177,2013,70.00,Canada,4.00
Soma,"Dual Origins, Sambirano, Elvesia",867,2012,70.00,Canada,4.00
Soma,"Dancing in Your Head, 5 bean blend",867,2012,70.00,Canada,4.00
Soma,Peruvian,676,2011,64.00,Canada,4.00
Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)",676,2011,70.00,Canada,4.00
Tobago Estate (Pralus),"Roxborough, Tobago",895,2012,70.00,France,4.00
Valrhona,"Piura, Illanka, Quemazon",1510,2015,63.00,France,4.00
Valrhona,"Otucan, Grand Cru",931,2012,69.00,France,4.00
Valrhona,"Porcelana, Pedegral",757,2011,64.00,France,4.00
Valrhona,Manjari,129,2007,64.00,France,4.00
Valrhona,Guanaja,63,2006,70.00,France,4.00
Willie's Cacao,Los Llanos,1848,2016,70.00,U.K.,4.00
Amedei,Chuao,111,2007,70.00,Italy,5.00
Amedei,Toscano Black,40,2006,70.00,Italy,5.00
